,10,11,111,1112,11121,111219,1113,11133,111335,111336,111339,1114,11141,111411,111419,11142,111421,111422,1119,11192,111920,11193,111930,11194,111940,11199,111998,112,1121,11211,112111,1123,11234,112340,1124,11241,112410,1129,11292,112920,11299,112990,113,1131,11311,113110,1132,11321,113210,1133,11331,113310,115,1151,11511,115112,115114,115115,115116,1152,11521,115210,1153,11531,115310,21,212,2123,21231,212313,212319,21232,212324,212325,21239,212391,212399,213,2131,21311,213111,213112,22,221,2211,22111,221111,221112,221114,221117,221118,22112,221121,221122,2212,22121,221210,2213,22131,221310,22132,221320,23,236,2361,23611,236115,236116,236117,236118,2362,23621,236210,23622,236220,237,2371,23711,237110,23712,237120,23713,237130,2372,23721,237210,2373,23731,237310,2379,23799,237990,238,2381,23811,238111,238112,23812,238121,238122,23813,238131,238132,23814,238141,238142,23815,238151,238152,23816,238161,238162,23817,238171,23819,238191,238192,2382,23821,238211,238212,23822,238221,238222,23829,238291,238292,2383,23831,238311,238312,23832,238321,238322,23833,238331,238332,23834,238341,238342,23835,238351,238352,23839,238391,238392,2389,23891,238911,238912,23899,238991,238992,31-33,42,423,4231,42311,423110,42312,423120,42313,423130,42314,423140,4232,42321,423210,42322,423220,4233,42331,423310,42332,423320,42333,423330,42339,423390,4234,42341,423410,42342,423420,42343,423430,42344,423440,42345,423450,42346,423460,42349,423490,4235,42351,423510,42352,423520,4236,42361,423610,42362,423620,42369,423690,4237,42371,423710,42372,423720,42373,423730,42374,423740,4238,42381,423810,42382,423820,42383,423830,42384,423840,42385,423850,42386,423860,4239,42391,423910,42392,423920,42393,423930,42394,423940,42399,423990,424,4241,42411,424110,42412,424120,42413,424130,4242,42421,424210,4243,42431,424310,42432,424320,42433,424330,42434,424340,4244,42441,424410,42442,424420,42443,424430,42444,424440,42445,424450,42446,424460,42447,424470,42448,424480,42449,424490,4245,42451,424510,42459,424590,4246,42461,424610,42469,424690,4247,42471,424710,42472,424720,4248,42481,424810,42482,424820,4249,42491,424910,42492,424920,42493,424930,42494,424940,42495,424950,42499,424990,425,4251,42511,425110,42512,425120,44-45,48-49,51,511,5111,51111,511110,51112,511120,51113,511130,51114,511140,51119,511199,5112,51121,511210,512,5121,51211,512110,51212,512120,51213,512131,512132,51219,512191,512199,5122,51221,512210,51222,512220,51223,512230,51224,512240,51225,512250,51229,512290,515,5151,51511,515111,515112,51512,515120,5152,51521,515210,517,5171,51711,517110,5172,51721,517210,5173,51731,517311,517312,5174,51741,517410,5179,51791,517911,517919,518,5182,51821,518210,519,5191,51911,519110,51912,519120,51913,519130,51919,519190,52,521,5211,52111,521110,522,5221,52211,522110,52212,522120,52213,522130,52219,522190,5222,52221,522210,52222,522220,52229,522291,522292,522293,522294,522298,5223,52231,522310,52232,522320,52239,522390,523,5231,52311,523110,52312,523120,52313,523130,52314,523140,5232,52321,523210,5239,52391,523910,52392,523920,52393,523930,52399,523991,523999,524,5241,52411,524113,524114,52412,524126,524127,524128,52413,524130,5242,52421,524210,52429,524291,524292,524298,525,5251,52511,525110,52512,525120,52519,525190,5259,52591,525910,52592,525920,52599,525990,53,531,5311,53111,531110,53112,531120,53113,531130,53119,531190,5312,53121,531210,5313,53131,531311,531312,53132,531320,53139,531390,532,5321,53211,532111,532112,53212,532120,5322,53221,532210,53222,532220,53223,532230,53228,532281,532282,532283,532284,532289,53229,532291,532299,5323,53231,532310,5324,53241,532411,532412,53242,532420,53249,532490,533,5331,53311,533110,54,541,5411,54111,541110,54119,541191,541199,5412,54121,541211,541213,541214,541219,5413,54131,541310,54132,541320,54133,541330,54134,541340,54135,541350,54136,541360,54137,541370,54138,541380,5414,54141,541410,54142,541420,54143,541430,54149,541490,5415,54151,541511,541512,541513,541519,5416,54161,541611,541612,541613,541614,541618,54162,541620,54169,541690,5417,54171,541711,541712,541713,541714,541715,54172,541720,5418,54181,541810,54182,541820,54183,541830,54184,541840,54185,541850,54186,541860,54187,541870,54189,541890,5419,54191,541910,54192,541921,541922,54193,541930,54194,541940,54199,541990,55,551,5511,55111,551111,551112,551114,56,561,5611,56111,561110,5612,56121,561210,5613,56131,561311,561312,56132,561320,56133,561330,5614,56141,561410,56142,561421,561422,56143,561431,561439,56144,561440,56145,561450,56149,561491,561492,561499,5615,56151,561510,56152,561520,56159,561591,561599,5616,56161,561611,561612,561613,56162,561621,561622,5617,56171,561710,56172,561720,56173,561730,56174,561740,56179,561790,5619,56191,561910,56192,561920,56199,561990,562,5621,56211,562111,562112,562119,5622,56221,562211,562212,562213,562219,5629,56291,562910,56292,562920,56299,562991,562998,61,611,6111,61111,611110,6112,61121,611210,6113,61131,611310,6114,61141,611410,61142,611420,61143,611430,6115,61151,611511,611512,611513,611519,6116,61161,611610,61162,611620,61163,611630,61169,611691,611692,611699,6117,61171,611710,62,621,6211,62111,621111,621112,6212,62121,621210,6213,62131,621310,62132,621320,62133,621330,62134,621340,62139,621391,621399,6214,62141,621410,62142,621420,62149,621491,621492,621493,621498,6215,62151,621511,621512,6216,62161,621610,6219,62191,621910,62199,621991,621999,622,6221,62211,622110,6222,62221,622210,6223,62231,622310,623,6231,62311,623110,6232,62321,623210,62322,623220,6233,62331,623311,623312,6239,62399,623990,624,6241,62411,624110,62412,624120,62419,624190,6242,62421,624210,62422,624221,624229,62423,624230,6243,62431,624310,6244,62441,624410,71,711,7111,71111,711110,71112,711120,71113,711130,71119,711190,7112,71121,711211,711212,711219,7113,71131,711310,71132,711320,7114,71141,711410,7115,71151,711510,712,7121,71211,712110,71212,712120,71213,712130,71219,712190,713,7131,71311,713110,71312,713120,7132,71321,713210,71329,713290,7139,71391,713910,71393,713930,71394,713940,71395,713950,71399,713990,72,721,7211,72111,721110,72112,721120,72119,721191,721199,7212,72121,721211,721214,7213,72131,721310,722,7223,72231,722310,72232,722320,72233,722330,7224,72241,722410,7225,72251,722511,722513,722514,722515,81,811,8111,81111,811111,811112,811113,811118,81112,811121,811122,81119,811191,811192,811198,8112,81121,811211,811212,811213,811219,8113,81131,811310,8114,81141,811411,811412,81142,811420,81143,811430,81149,811490,812,8121,81211,812111,812112,812113,81219,812191,812199,8122,81221,812210,81222,812220,8123,81231,812310,81232,812320,81233,812331,812332,8129,81291,812910,81292,812921,81293,812930,81299,812990,813,8131,81311,813110,8132,81321,813211,813212,813219,8133,81331,813311,813312,813319,8134,81341,813410,8139,81391,813910,81392,813920,81393,813930,81394,813940,81399,813990,814,8141,81411,814110,99,999,9999,99999,999999
2014,12191069980,3489790,629584,367007.1126831075,367007.1126831075,367007.1126831075,,,,,,169551,51614.33371122975,,51614.33371122975,117936.66628877026,95363.74683774324,22572.919451027035,93025.88731689252,0.0,0.0,,,,,93025.88731689252,93025.88731689252,245823,31056.440234766153,31056.440234766153,31056.440234766153,73707.68939580084,73707.68939580084,73707.68939580084,31056.44023476615,31056.44023476615,31056.44023476615,110002.43013466685,77392.18910853048,77392.18910853048,32610.241026136373,32610.241026136373,1337255,1060466,1060466,1060466,,,,276789,276789,276789,1277128,482608.26606859145,482608.26606859145,349698.9368669662,132909.32920162534,,,297952,297952,297952,496567.7339314085,496567.7339314085,496567.7339314085,2190989,1758759.7793913595,1758759.7793913595,1758759.7793913595,1559418.426725073,199341.3526662867,,,,,,,432229.2206086403,432229.2206086403,432229.2206086403,216114.61030432017,216114.61030432017,70271785,70271785,43249290.446372,1683822.1707929892,,1683822.1707929892,,,,41565468.275579005,,41565468.275579005,24492100,24492100,24492100,2530394.5536280065,1597811,1597811,932583.5536280054,932583.5536280054,306514447,138193696,51116215,51116215,31923150,2842860,6882967,9467238,87077481,11641855,11641855,75435626,75435626,38505893,23353843,5369413.818223359,5369413.818223359,637608.1817766404,637608.1817766404,17346821,17346821,9053239,9053239,9053239,5027610,5027610,5027610,1071201,1071201,1071201,129814858,13594682,3682001,233995,3448006,194448.4551766334,,194448.4551766334,479242.5448233666,91997,387245.5448233665,1548914,268321,1280593,1438521,325391.20582099794,1113129.7941790023,2792964,1099292,1693672,899742,899742,2558849,393059.9699389943,2165789.0300610056,79410833,51811720,11395825,40415895,18700990,5995482,12705508,8898123,1164242.646223762,7733880.353776238,25928265,10247116,312430,9934686,6950366,921186,6029180,627104,450520.28803069587,176583.71196930425,777151,389866,387285,3134655,2301005,833650,4191873,1218932,2972941,10881078,4252804,949209,3303595,6628274,677288,5950986,669533198,1006974722,531344234,36104436,23057283,23057283,12378123,12378123,589983.6054022432,589983.6054022432,79046.39459775682,79046.39459775682,28407743,7031162,7031162,21376581,21376581,20296220,14035444,14035444,3186413,3186413,2246441,2246441,827922,827922,287541421,365395.61645228404,365395.61645228404,2347201,2347201,255248006,255248006,3826218,3826218,22186449,22186449,76455.38354771606,76455.38354771606,3491696,3491696,5002115,5002115,5002115,,,45113281,10357028,10357028,1100986,1100986,33655267,33655267,15336151,1818546.9772354465,1818546.9772354465,4613438,4613438,8710397,8710397,193769.02276455326,193769.02276455326,60959213,886574.2121871766,886574.2121871766,118651.78781282324,118651.78781282324,20403510,20403510,32877314,32877314,3502520,3502520,3170643,3170643,32583654,628063,628063,1277382,1277382,25036335,25036335,3832369,3832369,1809505,1809505,290721360,73675854,258454.0213386678,258454.0213386678,3117264.9786613313,3117264.9786613313,70300135,70300135,32101594,32101594,32101594,15511585,2138690,2138690,795896,795896,11875820,11875820,701179,701179,90071077,34212858,34212858,4228549,4228549,417357,417357,971622.2716857174,971622.2716857174,2801851.8641571426,2801851.8641571426,2801851.8641571426,2801851.8641571426,15405251,15405251,7853649,7853649,21378087,21378087,1651392,333768.0006427392,333768.0006427392,1317623.9993572608,1317623.9993572608,13541305,2606233,2606233,10935072,10935072,4441198,1741006,1741006,2700192,2700192,42532420,4365323.845445669,4365323.845445669,38167096.15455434,38167096.15455434,17194935,938517,938517,1321625,1321625,1811354,1811354,310877,310877,8332884,8332884,4479678,4479678,184909128,184909128,4387085,4387085,180522043,180522043,519831900,644686796,1140402441,260984811,50479240,32660249.279900633,32660249.279900633,8283007,8283007,6586196.233202476,6586196.233202476,1487452,1487452,1462335.48689689,1462335.48689689,210505571,210505571,210505571,24959994,21701388,17007142,17007142,404974.31806191546,404974.31806191546,1832219,1766881.9185299792,65337.08147002121,2457052.681938085,2176429,280623.6819380847,3258606,358639,358639,300264.0,300264.0,1029424,1029424,1270015,1270015,,,300264.0,300264.0,229880910,228171991,17877824,10358398,7519426,210294167,210294167,1708919,1708919,1708919,515338096,326058370,326058370,326058370,129861981,129861981,129861981,,,,,1240352.2217987387,1240352.2217987387,1240352.2217987387,58177392.77820128,58177392.77820128,21520756.77820126,36656636,69243578,69243578,69243578,69243578,39995052,39995052,1741365,1741365,993412,993412,36485007,36485007,775268,775268,1349115651,14599449.559459703,14599449.559459703,14599449.559459703,14599449.559459703,463614252,268486794,254813720,254813720,7023447.37970733,7023447.37970733,6277952,6277952,371674.6202926698,371674.6202926698,124140892,13888726,13888726,9816086,9816086,100436080,16621026,58811309,1490256.588097997,5883941.411902001,17629547,70986566,12768765,12768765,54037138,54037138,4180663,4180663,454871461,248613041,138198829,138198829,109586963,109586963,167262.27773615083,167262.27773615083,659986.7222638491,659986.7222638491,57265.9935057848,57265.9935057848,57265.9935057848,206201154.00649422,10238451.006494215,10238451.006494215,66720687,66720687,101518049,101518049,27723967,6349631,21374336,391309985,166821098,65421588,52306140,13115448,97206468,86374904,9221433,1610131,4193042,4193042,224488887,171466736,171466736,53022151,29619512,13100357,10302282,24720503.440540295,22757819.440540295,,,3418609.190953576,3418609.190953576,19339210.24958672,19339210.24958672,1962684,32945.89735109705,32945.89735109705,94569.10264890299,94569.10264890299,1835169,1835169,389306317,319314763,81104812,33967257,33967257,44052935,44052935,2119526,2119526,965094,965094,100691354,100691354,100691354,137518597,117188493,50733912,66454581,2292600,2292600,18037504,18037504,61757422,36045146,21997687,21728135.877615232,269551.1223847702,14047459,14047459,11183831,7193344,7193344,1290212,1290212,85198,85198,,,,,,,2615077,628473,1986604,914139,914139,914139,13614306,1289755,132716.6961438351,1157038.303856165,5871093,5871093,6453458,6453458,8234132,8234132,8234132,8234132,2431123447,2431123447,437124909,430859520,430859520,6265389,4599155,1666234,385303933,385303933,251938446,1894205,86955262,44516020,239775490,68307225,68307225,4312089,4312089,157190933,157190933,623842.0801825323,623842.0801825323,1545704,1545704,95312.91981746777,95312.91981746777,865985,865985,6834399,6834399,36430415,15946191,15946191,807833,807833,19071732,19071732,604659,604659,571672579,571672579,269106146,241521700,35621475,25423258,527732207,514134064,367004950,31902344,75554887,18499044,21172839,3949373,3949373,9648770,9648770,34517553,32850721,2945330,29905391,,,,1666832,1666832,147136821,52741254,52741254,21817040,21817040,6304245,6304245,12246985,12246985,44042512,44042512,4276308,4276308,1015224,1015224,4693253,4693253,51429540,14025777,14025777,2637798,1394875,1242923,3348083,3348083,13878592,13878592,17539290,17539290,430620902,430620902,430620902,430620902,11490669,20535341,398594892,843303408,825746376,80569449,80569449,80569449,14243174,14243174,14243174,398891646,63100911,42126667,20974244,286594003,286594003,49196732,49196732,129851077,5057512,5057512,11399637,3352884.3660045676,8046752.633995433,7741856,882585,6859271,19725166,19725166,74495499,74495499,11431407,259874,3841803,7329730,21208924,14289663,14289663,1679981,1679981,5239280,2532952,2706328,90102685,63462654,11540023.155330446,49229881,2692749.844669553,26640031,26124917,515114,64436734,8570925,8570925,32279889,32279889,21162612,21162612,669809,669809,1753499,1753499,26442687,1067285,1067285,19257627,19257627,6117775,6117775,17557032,9148044,9148044,9024592.644046467,123451.35595353047,,3193295,3193295,268842.5,1088121,268842.5,1567489,5215693,3324871,3324871,1014083.6584818604,1014083.6584818604,876738.3415181396,293415.3415181395,583323,192388463,192388463,79213289,79213289,79213289,2258342,2258342,2258342,64828498,64828498,64828498,11319788,120725.32609590348,120725.32609590348,2143954.1222613794,2143954.1222613794,9055108.551642718,9055108.551642718,10003160,10003160,743566,750009.4875056808,1499937.5124943191,7009647,20463706,1507126,1507126,2593649,2593649,4017919,4017919,12345012,8433011,572699.9490124923,3339301.050987507,4301680,4301680,4301680,1223319154,601628713,411271038,411271038,406856120,4414918,52630968,52630968,52630968,35472092,4943437,4943437,4065754,4065754,3349256,3349256,14019965,14019965,9093680,1589043,7504637,53080517,552623,552623,5614883,5614883,46913011,24265249,7793162,12009904,2844696,10696665,10696665,6768760,3927905,32759385,32759385,32759385,5718048,1109452.0320873756,1109452.0320873756,4608595.9679126255,2836424.967912624,1772171,474015413,449566803,449566803,449566803,15999770.354485901,15999770.354485901,15999770.354485901,8448839.645514097,8448839.645514097,8448839.645514097,60367113,31402180,31402180,31402180,4949554,2411659.4275477366,2411659.4275477366,2537894.572452264,2537894.572452264,20374536,20374536,11737970,8636566,3640843,3640843,3640843,87307915,36506718,14968714,14968714,6948790,6948790,14589214,14589214,12941459,321808.2110396753,321808.2110396753,3465590.7889603255,1242621,2222969.788960325,9154060,9154060,6497414,6497414,6497414,31362324,31362324,31362324,145806291,92346471,9260777,2287247,2287247,435937.3589286845,435937.3589286845,5660321,5660321,877271.6410713159,877271.6410713159,39290742,39290742,11957901.572416905,,27332840.427583095,36393096,31151615,31151615,5241481,5241481,2364498,2364498,2364498,5037358,5037358,5037358,10266414,10266414,2026941,2026941,196144.9706078681,196144.9706078681,7269287,7269287,774041.0293921318,774041.0293921318,43193406,744828,87938.57487967062,87938.57487967062,656889.4251203294,656889.4251203294,1707482,201484.85275024455,201484.85275024455,1505997.1472497552,1505997.1472497552,40741096,13665326,13665326,,,19380598,19380598,1938173,1938173,5756999,5756999,523550284,101417518,100963683,100697516,100697516,0.0,0.0,266167,147843.4882938474,118323.51170615261,103076.96474902399,103076.96474902399,,103076.96474902399,350758.03525097604,350758.03525097604,350758.03525097604,422132766,40147034,30455064,30455064,9244811.549544634,9244811.549544634,447158.45045536663,447158.45045536663,10862402,10862402,10862402,371123330,371123330,176299148,172685602,1799115,20339465,217353839,43291771,29231389,11439499,9469470,257936,1093116,618977,9892988,9327803,565185,7898902,2675801,4703499,519602,5096625,5096625,137218.76838089098,1889860,109824.23161910896,2959722,7296271,7296271,7296271,1667486,463917,166375,297542,391324,391324,90906,90906,721339,721339,72139273,24833944,20733110,596192,19486559,650359,4100834,423400,3677434,3992208,2903026,2903026,1089182,1089182,13126385,396097,396097,5233672,5233672,7496616,2991679,4504937,30186736,2498149,2498149,125829.32262029444,125829.32262029444,20655509,20655509,6907248.677379706,6907248.677379706,91161192,2437329,2437329,2437329,28842295,28842295,6308396,20082671,2451228,11815635,11815635,2939059,3563930,5312646,9352991,9352991,9352991,38712942,18652441,18652441,7521833,7521833,5168971,5168971,2069026,2069026,5300671,5300671,10761603,10761603,10761603,10761603,81286156,81286156,81286156,81286156,81286156
2015,13137384013,3456303,263751,36232.413536075706,36232.413536075706,36232.413536075706,,,,,,196389,72030.80830442911,,72030.80830442911,124358.19169557086,54775.04137529625,69583.15032027461,31129.586463924283,,,,,,,31129.586463924283,31129.586463924283,343375,92341.82939286875,92341.82939286875,92341.82939286875,64836.557379957725,64836.557379957725,64836.557379957725,92341.82939286878,92341.82939286878,92341.82939286878,93854.78383430466,93854.78383430466,93854.78383430466,,,1736701,1485878,1485878,1485878,,,,250823,250823,250823,1112476,130528.5740029389,130528.5740029389,57572.99232748793,72955.58167545097,,,885798,885798,885798,96149.42599706107,96149.42599706107,96149.42599706107,4041380,2304375.211091346,2304375.211091346,2304375.211091346,1708942.9381016071,595432.2729897393,,,,,,,1737004.7889086525,1737004.7889086525,1737004.7889086525,574271.4090111408,1162733.3798975118,77469700,77469700,41480975.16143532,3172558.8440053677,,1057519.6146684561,1057519.6146684561,1057519.6146684561,,38308416.31742996,,38308416.31742996,32931882,32931882,32931882,3056842.8385646814,1793975,1793975,1262867.838564681,1262867.838564681,331240726,148830251,56090566,56090566,34670514,5156156,7385933,8877963,92739685,7598495,7598495,85141190,85141190,42525983,24058678,5576402.877194244,5576402.877194244,1627820.1228057551,1627820.1228057551,16854455,16854455,12568443,12568443,12568443,4858396,4858396,4858396,1040466,1040466,1040466,139884492,17854580,4468977,165671,4303306,2227414,,2227414,921881.5650550841,501617.31903573096,420264.24601935304,2297766,530028,1767738,1487987,670321.0117250754,817665.9882749243,2712705,1083247,1629458,607667.4349449157,607667.4349449157,3130182,620430.2920159411,2509751.707984058,85061557,51885335,11663514,40221821,23017982,6388397,16629585,10158240,1936410.9806329864,8221829.019367011,25893525,9431144,464459,8966685,7157816,1019831,6137985,883408,733061,150347,1490992,445461,1045531,3181000,2512982,668018,3749165,445726,3303439,11074830,5365324,1152109,4213215,5709506,535578,5173928,647426833,1019221444,526922794,23331769,13293538,13293538,9375259,9375259,346267.04862183036,346267.04862183036,316704.9513781695,316704.9513781695,32956238,9687146,9687146,23269092,23269092,23635674,16845132,16845132,3599938,3599938,2200565,2200565,990039,990039,287413579,217838.3205990785,217838.3205990785,2653882,2653882,251284439,251284439,3858217,3858217,25625001,25625001,248577.6794009214,248577.6794009214,3525624,3525624,5619854,5619854,5619854,,,46010763,12574558,12574558,1252585,1252585,32183620,32183620,12590532,1160895.820996315,1160895.820996315,3081040,3081040,7555468,7555468,793128.1790036848,793128.1790036848,65960155,634866.1287843962,634866.1287843962,386941.8712156036,386941.8712156036,24498516,24498516,32975841,32975841,3993914,3993914,3470076,3470076,29404230,818783,818783,1208633,1208633,21787577,21787577,3892701,3892701,1696536,1696536,300909981,63927174,1330129.7632634917,1330129.7632634917,3866284.2367365067,3866284.2367365067,58730760,58730760,32287501,32287501,32287501,16546660,2446019,2446019,683276.5034351684,683276.5034351684,12810017,12810017,607347.4965648318,607347.4965648318,101804193,35633901,35633901,4911911.821523843,4911911.821523843,660702,660702,1723350.1768746001,1723350.1768746001,2627455,2627455,3085978.0016015554,3085978.0016015554,16841795,16841795,9591609,9591609,26727491,26727491,1646904,558861.1070411608,558861.1070411608,1088042.892958839,1088042.892958839,14105737,3808885,3808885,10296852,10296852,4861762,2256701,2256701,2605061,2605061,48105195,4210877.533011469,4210877.533011469,43894317.466988534,43894317.466988534,17624855,1019182,1019182,970094.275986555,970094.275986555,1082007,1082007,691625.7240134451,691625.7240134451,8337740,8337740,5524206,5524206,191388669,191388669,3686467,3686467,187702202,187702202,586702278,691798336,1165489774,314025916,53163941,41633990,41633990,8972664,8972664,924400.0145197216,924400.0145197216,914910,914910,717976.9854802783,717976.9854802783,260861975,260861975,260861975,17757870,14732037,9905154,9905154,479196.3045077888,479196.3045077888,1844176,1364888.1993639034,479287.80063609633,2503510.695492211,2221124,282386.6954922108,3025833,492130,492130,347470.49999999994,347470.49999999994,472913,472913,1365849,1365849,,,347470.4999999999,347470.4999999999,216848350,215098473,16916600,10324896,6591704,198181873,198181873,1749877,1749877,1749877,500688612,375141093,375141093,375141093,74036100.49797353,74036100.49797353,74036100.49797353,,,,,2769027.502026464,2769027.502026464,2769027.502026464,48742391,48742391,12962490,35779901,72813021,72813021,72813021,72813021,43356005,43356005,1620961,1620961,997590,997590,39990716,39990716,746738,746738,1475253347,24119556.97115945,24119556.97115945,24119556.97115945,24119556.97115945,527929043,304222660,279519982,279519982,5462870.726767021,5462870.726767021,18108492,18108492,1131315.273232978,1131315.273232978,126799887,15029356,15029356,8577698,8577698,103192833,19731916,60360102,1873229.0726716565,2260980.927328343,18966605,96906496,19789589,19789589,72805550,72805550,4311357,4311357,476221788,261573196,142423409,142423409,118005162,118005162,522418.1226205536,522418.1226205536,622206.8773794463,622206.8773794463,,,,214648592,12237732,12237732,62522347,62522347,113041348,113041348,26847165,6103016,20744149,429103056,176755500,66066760,49062194,17004566,106423566,93647599,8179616.320111714,4596350.679888283,4265174,4265174,252347556,195698836,195698836,56648720,31446066,14786787,10415867,17879903.02884055,15367224.028840557,,,4617803.843753439,4617803.843753439,10749420.185087116,10749420.185087116,2512679,403909.83464991103,403909.83464991103,420909.1653500889,420909.1653500889,1687860,1687860,414819456,340584131,97044807,39100154,39100154,52992329,52992329,2743146,2743146,2209178,2209178,102346979,102346979,102346979,141192345,118235233,53011045,65224188,2593004,2593004,20364108,20364108,66552932,39294763,24117314,22941059.643671516,1176254.3563284837,15177449,15177449,11747642,7407387,7407387,1398269,1398269,87132,87132,,,,,,,2854854,506524,2348330,1040789,1040789,1040789,14469738,1483287,648844.0106172798,834442.98938272,5372357,5372357,7614094,7614094,7682393,7682393,7682393,7682393,2657654212,2657654212,455712739,451338712,451338712,4374027,2521689,1852338,421281914,421281914,264226070,2475881,102323571,52256392,250682666,78996655,78996655,4692205,4692205,158086213,158086213,388778.52146075375,388778.52146075375,610833,610833,366894.47853924613,366894.47853924613,1178061,1178061,6363026,6363026,36159832,15719795,15719795,865235,865235,18756754,18756754,818048,818048,609686933,609686933,275631936,272040056,31405897,30609044,631209458,616873332,450591596,24114597,93511324,21152843,27502972,3973658,3973658,10362468,10362468,38707268,36934205,4316399,32617806,,,,1773063,1773063,159067717,58462650,58462650,21602658,21602658,5610351,5610351,14063102,14063102,48499418,48499418,4251783,4251783,1119849,1119849,5457906,5457906,55145685,14696839,14696839,3041448,1917160,1124288,3688593,3688593,16151388,16151388,17567417,17567417,622832790,622832790,622832790,622832790,13971846,38890273,569970671,946707090,928433793,89505149,89505149,89505149,15591199,15591199,15591199,449423441,76881396,54346999,22534397,313681270,313681270,58860775,58860775,169384468,5401959,5401959,9786895,3222631,6564264,12316094,1048169,11267925,27274595,27274595,103094500,103094500,11510425,1232613.269446672,2391787.7305533276,7886024,21721549,13910627,13910627,2511322,2511322,5299600,2829112,2470488,82404335,52034739,5560294.484946121,43975464,2498980.515053876,30369596,29802037,567559,74402189,14497599,14497599,35465064,35465064,21541671,21541671,565006,565006,2332849,2332849,26001463,1900947,1900947,17431152,17431152,6669364,6669364,18273297,8392724,8392724,7761109.60024238,631614.3997576195,,3605256,3605256,435052.0188460196,1279025,331938.98115398036,1559240,6275317,4337691,4337691,859571.8220610487,859571.8220610487,1078054.177938951,441720.1779389512,636334,195744919,195744919,85590516,85590516,85590516,1913584,1913584,1913584,63463747,63463747,63463747,10802422,1020310.5200448922,1020310.5200448922,3597409.479955108,3597409.479955108,6184702,6184702,8195146,8195146,1290068.7833804726,745716.1170484327,1016248.0995710945,5143113,20038039,1729623,1729623,2709903,2709903,4648222,4648222,10950291,7994131,212903,2743257,5741465,5741465,5741465,1367792815,646835504,447177111,447177111,442923701,4253410,57971362,57971362,57971362,33724560,4802835,4802835,4594476,4594476,3089762,3089762,14794180,14794180,6443307,1693865,4749442,55796617,599871,599871,6153071,6153071,49043675,25946287,8046518,11478588,3572282,12081893,12081893,8147878,3934015,33702155,33702155,33702155,6381806,2072666.6676587737,2072666.6676587737,4309139.332341225,2349644.332341225,1959495,555997004,528144891,528144891,528144891,18127500.0598122,18127500.0598122,18127500.0598122,9724612.940187799,9724612.940187799,9724612.940187799,65592092,33560640,33560640,33560640,5751020,2971677.1325293467,2971677.1325293467,2779342.8674706523,2779342.8674706523,22315553,22315553,12615375,9700178,3964879,3964879,3964879,99368215,41545039,16639477,16639477,8359180,8359180,16546382,16546382,16072324,1272788.0167878126,1272788.0167878126,3206301.983212188,1432999,1773302.9832121874,11593234,11593234,5986858,5986858,5986858,35763994,35763994,35763994,152249894,84342821,10833095,2811372,2811372,594237.9519692232,594237.9519692232,6666102,6666102,761383.0480307767,761383.0480307767,17321380.491552506,17321380.491552506,16849276,,472104.4915525103,44065263,38445034,38445034,5620229,5620229,5608738.508447491,5608738.508447491,5608738.508447491,6514344,6514344,6514344,11140809,11140809,1980855,1980855,475051.4355967981,475051.4355967981,8036884,8036884,648018.5644032017,648018.5644032017,56766264,1243410,428637.4006588909,428637.4006588909,814772.5993411089,814772.5993411089,1903665,542746.3207018538,542746.3207018538,1360918.6792981462,1360918.6792981462,53619189,14090550,14090550,,,21888810,21888810,2426618,2426618,15213211,15213211,479019384,110855058,110279098,109965381,109965381,,,313717,156858.49999999988,156858.50000000003,294168.3218092578,294168.3218092578,,294168.3218092578,281791.67819074215,281791.67819074215,281791.67819074215,368164326,46923400,36896257,36896257,9917884,9917884,109259,109259,12013029,12013029,12013029,309227897,309227897,193790920,89940277,2025317,23471383,240031089,50025232,34535129,14311458,12230104,227129,1252854,601371,11701628,11094921,606707,8522043,3085231,4965382,471430,5563109,5563109,109818,2640367,60119,2752805,7934908,7934908,7934908,1992086,314384,167927,146457,347282,347282,116130,116130,1214290,1214290,77315786,26974945,22446039,924341,20749732,771966,4528906,408480,4120426,3814621,2691305,2691305,1123316,1123316,13490543,427797,427797,5848727,5848727,7214019,1995328,5218691,33035677,3147953,3147953,1089424.5305475201,1089424.5305475201,20986622,20986622,7811677.469452479,7811677.469452479,102813730,3360066,3360066,3360066,31540934,31540934,8427147,20430496,2683291,12544539,12544539,3012506,3805635,5726398,9054720,9054720,9054720,46313471,26411841,26411841,8153526,8153526,5150572,5150572,1038269,1038269,5559263,5559263,9876341,9876341,9876341,9876341,58432243,58432243,58432243,58432243,58432243
