,2021
541420,-11.0
541430,48.0
541490,-13.0
541511,-270.0
541512,-206.0
541513,-35.0
541519,37.0
541611,-1376.0
541612,-75.0
541613,57.0
541614,-119.0
541618,-268.0
541620,1.0
541690,-14.0
541713,-6.0
541714,61.0
541715,-120.0
541720,-3.0
541810,-107.0
541820,-57.0
541830,3.0
541840,-26.0
541850,25.0
541860,6.0
541870,-1.0
541890,-25.0
541910,-17.0
541921,-25.0
541922,0.0
541930,18.0
541940,-306.0
541990,-37.0
551111,70.6213509099316
551112,-73.62135090956576
551114,-871.0
561110,-420.0
561210,-6.0
561311,-200.0
561312,-108.0
561320,-2138.0
561330,-459.0
561410,10.0
561421,182.99359567754314
561422,-570.9935956774432
561431,-8.0
561439,-27.0
561440,-36.0
561450,9.0
561491,0.0
561492,-18.0
561499,-38.0
561510,-147.0
561520,2.0
561591,2.0
561599,-14.0
561611,70.61757419711697
561612,-323.0
561613,-79.61757419702735
561621,-78.0
561622,-3.0
561710,35.0
561720,41.0
561730,-87.0
561740,-4.0
561790,84.0
561910,-50.0
561920,-294.0
561990,-254.0
562111,-36.0
562112,-5.136852764096901
562119,8.136852764095309
562211,-2.9622442426904847
562212,0.0
562213,26.116663428423735
562219,-28.154419185711077
562910,5.0
562920,-1.0
562998,1.0
611110,-502.0
611210,0.0
611310,-303.0
611410,0.23856341526203728
611420,-136.36098590721133
611430,156.12242249266563
611511,8.884301905457306
611512,-22.0
611513,-12.884301905445597
611519,-37.0
611610,-23.0
611620,-44.0
611630,-2.0
611691,-35.0
611692,-11.877268171415224
611699,-15.12273182843873
611710,64.0
621111,-471.0
621112,-19.0
621210,-50.0
621310,-12.0
621320,32.0
621330,-44.0
621340,-109.0
621391,-20.0
621399,-32.0
621410,-8.0
621420,-32.0
621491,-18.0
621492,-21.0
621493,-39.0
621498,11.0
621511,-131.0
621512,-16.0
621610,-209.0
621910,-11.0
621991,-49.0
621999,-150.0
622110,460.0
622210,70.73898426293258
622310,-87.73898426295796
623110,165.0
623210,-2.0
623220,-4.0
623311,-25.0
623312,-101.0
623990,12.0
624110,-110.0
624120,-69.0
624190,23.0
624210,-27.888169654659123
624221,-197.8005012144211
624229,-4.0
624230,173.68867086919818
624310,15.0
624410,-351.0
711110,-266.0
711120,55.58739096776734
711130,-6.0
711190,-91.5873909677398
711211,-380.0675001066875
711212,-2.4406002715139365
711219,-11.0
711310,-306.0
711320,35.0
711410,118.50810037859982
711510,-39.0
712110,11.0
712120,0.8693680215389179
712130,-81.0
712190,2.130631978486747
713110,58.89445387086627
713120,1.0
713290,-42.89445387070779
713910,16.0
713930,-4.133898969432817
713940,119.0
713950,6.133898969454776
713990,6.0
721110,-1267.0
721191,1.605262291785781
721199,-0.6052622917351584
721211,0.1758070555689768
721214,-2.1758070555723634
721310,0.0
722310,-699.0
722320,-385.0
722330,-21.0
722410,-230.0
722511,-1915.0
722513,-583.0
722514,20.0
722515,-237.0
811111,-18.0
811112,0.0
811113,1.0
811118,-4.0
811121,-20.0
811122,12.0
811191,8.0
811192,-11.0
811198,0.0
811211,-5.0
811212,2.0
811213,0.0
811219,10.0
811310,-21.0
811411,-4.572124257299102
811412,27.5721242573198
811420,-5.0
811430,-2.0
811490,-5.0
812111,-8.0
812112,-35.0
812113,-18.0
812191,6.0
812199,29.0
812210,-43.0
812220,10.0
812310,3.0
812320,50.0
812331,-23.0
812332,-25.0
812910,-119.0
812921,6.611547364329169
812930,-310.0
812990,-37.611547363526256
813110,104.0
813211,-17.0
813212,-141.0
813219,-7.0
813311,-14.0
813312,-5.0
813319,-14.0
813410,-61.0
813910,-37.0
813920,-21.0
813930,-1.0
813940,31.0
813990,0.0
814110,23.0
999999,-782.0
