,2014,2015,2016,2017,2018,2019,2020,2021
10,28649,30298,31023,32513,34723,36341,35754,37431
11,79,82,77,177.01720125644079,98,108,117,122
111,50,48,44,44,66,77,85,90
1111,6.999999999983005,3.19060134915643,9.623355630576603,11.760050951869111,,,6.633853729877596,11.669913458194152
11115,,,,,,,,5.834956729097077
111150,,,,,,,,5.834956729097077
11119,6.999999999983005,3.19060134915643,9.623355630576603,11.760050951869111,,,6.633853729877596,5.834956729097077
111199,6.999999999983005,3.19060134915643,9.623355630576603,11.760050951869111,,,6.633853729877596,5.834956729097077
1112,,,9.623355630576603,11.760050951869111,2.0000000001243428,4.354262805416321,6.633853729877596,6.660173083664923
11121,,,9.623355630576603,11.760050951869111,2.0000000001243428,4.354262805416321,6.633853729877596,6.660173083664923
111219,,,9.623355630576603,11.760050951869111,2.0000000001243428,4.354262805416321,6.633853729877596,6.660173083664923
1114,36,39,15.12993310827019,20.479898096261778,62,65,60,60
11142,36,39,15.12993310827019,20.479898096261778,62,65,60,60
111421,36,39,15.12993310827019,20.479898096261778,62,65,60,60
1119,7.000000000016993,5.809398650843572,9.623355630576603,0.0,1.9999999998756561,7.645737194583679,11.732292540244806,11.669913458140924
11192,,2.904699325421786,9.623355630576603,0.0,1.9999999998756561,3.82286859729184,5.866146270122403,5.834956729070462
111920,,2.904699325421786,9.623355630576603,0.0,1.9999999998756561,3.82286859729184,5.866146270122403,5.834956729070462
11199,7.000000000016993,2.904699325421786,0.0,,,3.82286859729184,5.866146270122403,5.834956729070462
111998,7.000000000016993,2.904699325421786,0.0,,,3.82286859729184,5.866146270122403,5.834956729070462
112,21,21,17,22,23.845459916424534,22.86644863833592,18,14
1121,10.500000000010733,16,8.499999999935177,15,16,15,12,11
11211,10.500000000010733,16,8.499999999935177,15,16,15,12,11
112111,10.500000000010733,16,8.499999999935177,15,16,15,12,11
1123,10.499999999989265,5,8.500000000064817,3.9155652022731573,4,4,2.5295741394182074,1.6237722014313425
