,2014,2015,2016,2017,2018,2019,2020,2021
10,35484,36534,38578,39407,41008,41571,39781,41308
11,78.74054600003632,77.57104747033273,84.7639597665825,61.57548502333824,104.63869612281604,88.02818564153094,87.79505883118316,75.67774137885462
111,78.74054600003632,77.57104747033273,62.12914822589305,37,77.07425503928013,34,46,56
1112,,,,,,,9.50318023677644,5.7646320093468235
11121,,,,,,,9.50318023677644,5.7646320093468235
111219,,,,,,,9.50318023677644,5.7646320093468235
1113,,,,,,0.0,,
11133,,,,,,0.0,,
111339,,,,,,0.0,,
1114,51.745066761902606,50.374824514890385,40.02693115389303,23.287513010245934,49.97860769001667,21.253312217519174,19.056390366109788,40
11142,51.745066761902606,50.374824514890385,40.02693115389303,23.287513010245934,49.97860769001667,21.253312217519174,19.056390366109788,40
111421,25.872533380951303,25.187412257445196,20.01346557694652,11.64375652401207,24.989303845008333,10.626656150691577,11.155892195853808,25.25664776712081
111422,25.872533380951303,25.187412257445196,20.013465576946512,11.643756486233864,24.98930384500834,10.626656066827598,7.900498170255981,14.743352232879186
1119,26.99547923813373,27.196222955442327,22.102217072000027,13.712486989754064,27.09564734926346,12.746687782480825,17.440429397113764,10.235367990653177
11193,26.99547923813373,27.196222955442327,22.102217072000027,13.712486989754064,27.09564734926346,12.746687782480825,8.720214698556884,5.117683995326589
111930,26.99547923813373,27.196222955442327,22.102217072000027,13.712486989754064,27.09564734926346,12.746687782480825,8.720214698556884,5.117683995326589
11199,,,,,,,8.720214698556884,5.117683995326589
111998,,,,,,,8.720214698556884,5.117683995326589
113,,,,,,,,11.677741378854618
1133,,,,,,,,11.677741378854618
11331,,,,,,,,11.677741378854618
113310,,,,,,,,11.677741378854618
115,,,22.634811540689444,24.57548502333824,27.564441083535907,54.02818564153096,41.79505883118314,8
1151,,,,,,,14.198085765106761,2.622903490765399
11511,,,,,,,14.198085765106761,2.622903490765399
115112,,,,,,,14.198085765106761,2.622903490765399
1152,,,22.634811540689444,24.57548502333824,27.564441083535907,54.02818564153096,27.596973066076377,2.7541930184692025
11521,,,22.634811540689444,24.57548502333824,27.564441083535907,54.02818564153096,27.596973066076377,2.7541930184692025
115210,,,22.634811540689444,24.57548502333824,27.564441083535907,54.02818564153096,27.596973066076377,2.7541930184692025
1153,,,,,,,,2.622903490765399
11531,,,,,,,,2.622903490765399
115310,,,,,,,,2.622903490765399
21,75.76623425114985,96.52246482387326,58.35385570044652,42.669430340920144,48.722978678450154,99.91352424135448,93.20494116881989,51.32225862113447
212,75.76623425114985,96.52246482387326,58.35385570044652,42.669430340920144,48.722978678450154,99.91352424135448,78.84407020389105,39.67832392958589
2123,75.76623425114985,96.52246482387326,58.35385570044652,42.669430340920144,48.722978678450154,99.91352424135448,78.84407020389105,39.67832392958589
21231,75.76623425114985,69.01590522917397,36.35146604585632,42.669430340920144,48.722978678450154,70.7639541806702,64.12862377645534,28.365172119811273
212313,75.76623425114985,69.01590522917397,36.35146604585632,42.669430340920144,48.722978678450154,70.7639541806702,64.12862377645534,28.365172119811273
21232,,27.5065595946993,22.002389654590207,0.0,,29.149570060684272,14.715446427435708,11.313151809774622
212321,,27.5065595946993,22.002389654590207,0.0,,29.149570060684272,14.715446427435708,11.313151809774622
213,,,,,,,14.360870964928834,11.643934691548582
2131,,,,,,,14.360870964928834,11.643934691548582
21311,,,,,,,14.360870964928834,11.643934691548582
213113,,,,,,,14.360870964928834,11.643934691548582
22,50.32465502650694,48.98856891053236,59.77018450475709,65.16148223122052,53.69681843753284,57.22725680527455,12,22
221,50.32465502650694,48.98856891053236,59.77018450475709,65.16148223122052,53.69681843753284,57.22725680527455,12,22
2211,50.32465502650694,48.98856891053236,37.37281026591588,41.48419597618712,26.848409218429676,28.613628402687663,5.362235962466446,6.894671964619854
22112,50.32465502650694,48.98856891053236,37.37281026591588,41.48419597618712,26.848409218429676,28.613628402687663,5.362235962466446,6.894671964619854
221122,50.32465502650694,48.98856891053236,37.37281026591588,41.48419597618712,26.848409218429676,28.613628402687663,5.362235962466446,6.894671964619854
2213,,,22.397374238841223,23.677286255033405,26.848409219103164,28.613628402586894,6.637764037533553,15.105328035380147
22131,,,22.397374238841223,23.677286255033405,26.848409219103164,28.613628402586894,6.637764037533553,8.762788226511734
221310,,,22.397374238841223,23.677286255033405,26.848409219103164,28.613628402586894,6.637764037533553,8.762788226511734
22132,,,,,,,,6.3425398088684135
221320,,,,,,,,6.3425398088684135
23,2700,3072,3232,3111,3318,3319,3361,4074
236,481,542,595,634,613,583,515,642
2361,149,181,172,192,187,180,225,268
23611,149,181,172,192,187,180,225,268
236115,53,57,64,80,78,70,119,174
236116,10.400378858077975,15.539565131610168,11.311492455271562,11.903332367591052,13,10.80119246603451,4.710946059388196,4.428089476573866
236117,12.599621141922022,17.460434868389832,13.688507544728436,13.096667632408945,11,9.198807533965491,5.289053940611803,4.5719105234261335
236118,73,91,83,87,85,90,96,85
2362,332,361,423,442,426,403,290,374
23621,,,21.171959868273287,32.81864377078412,39.121404351710574,37.079062335238,23.527039530097504,22.396727283435187
236210,,,21.171959868273287,32.81864377078412,39.121404351710574,37.079062335238,23.527039530097504,22.396727283435187
23622,332,361,401.8280401317267,409.18135622921585,386.8785956482894,365.92093766476205,266.47296046990243,351.6032727165648
236220,332,361,401.8280401317267,409.18135622921585,386.8785956482894,365.92093766476205,266.47296046990243,351.6032727165648
237,739,784,878,828,927,920,961,1451
2371,627,657,721,570,568,639,680,1189
23711,449.43795297675683,420,460,403.3439163552071,397.57567969419176,454.8837875556331,496.29376112450564,758.9388082221768
237110,449.43795297675683,420,460,403.3439163552071,397.57567969419176,454.8837875556331,496.29376112450564,758.9388082221768
23712,67.39032662158895,84.03475146895425,91.43566445322097,101.95846221764005,103.0479311050698,111.53645567878743,145.55106076437798,272.8853649343944
