,2014,2015,2016,2017,2018,2019,2020,2021
10,3033,3036,2931,2974,3026,3003,2759,2893
11,288,244,228,241,209,220.96137522672552,141,187.9539334979562
111,92,98,89,91,72,77,82,69
1111,,9.000000000164347,8.499999999988542,8.00000000007753,6.499999999832234,7.500000000157472,8.000000000001881,6.999999999776202
11115,,9.000000000164347,8.499999999988542,8.00000000007753,6.499999999832234,7.500000000157472,8.000000000001881,6.999999999776202
111150,,9.000000000164347,8.499999999988542,8.00000000007753,6.499999999832234,7.500000000157472,8.000000000001881,6.999999999776202
1114,13.490834947263322,8.999999999835653,8.50000000001146,7.999999999922469,6.500000000167767,7.499999999842529,7.999999999998118,7.000000000223797
11142,13.490834947263322,8.999999999835653,8.50000000001146,7.999999999922469,6.500000000167767,7.499999999842529,7.999999999998118,7.000000000223797
111421,13.490834947263322,8.999999999835653,8.50000000001146,7.999999999922469,6.500000000167767,7.499999999842529,7.999999999998118,7.000000000223797
1119,78.50916505273668,80,72,75,59,62,66,55
11192,37.50916505273669,33,35,37,33,28,31,25
111920,37.50916505273669,33,35,37,33,28,31,25
11199,41,47,37,38,26,34,35,30
111992,28.88799722915405,34.25094903416193,37,38,26,34,35,30
111998,12.11200277084595,12.749050965838073,,,,,,
112,15.977265900890732,2.878777415529156,1.7068520806840064,10.0712344026223,9.542785302754938,23.32697528035795,8.808100208532993,21.41024774566294
1121,15.977265900890732,2.878777415529156,1.706852080684006,10.0712344026223,9.542785302754938,23.32697528035795,8.808100208532993,21.41024774566294
11211,15.977265900890732,2.878777415529156,1.706852080684006,10.0712344026223,9.542785302754938,23.32697528035795,8.808100208532993,21.41024774566294
112111,15.977265900890732,2.8787774155291554,1.706852080684006,10.0712344026223,9.542785302754938,23.32697528035795,8.808100208532993,21.41024774566294
113,43.04546819821852,25,22,23.92876559737769,22.457214697245057,63.63439994636758,21.19189979146701,57.54368575229328
1131,27.42571212561153,14.972821993658673,13.128932761380913,14.495495996170005,13.557864810364205,40.55049708620812,12.965337883050196,36.392307764229166
11311,27.42571212561153,14.972821993658673,13.128932761380913,14.495495996170005,13.557864810364205,40.55049708620812,12.965337883050196,36.392307764229166
113110,27.42571212561153,14.972821993658673,13.128932761380913,14.495495996170005,13.557864810364205,40.55049708620812,12.965337883050196,36.392307764229166
1133,15.619756072606998,10.027178006341328,8.871067238619089,9.433269601207687,8.899349886880856,23.08390286015947,8.226561908416812,21.151377988064116
