,2014,2015,2016,2017,2018,2019,2020,2021,MAD
511120,430.7,460.6,426.0,334.4,305.3,270.2,256.6,212.9,337.1
51113,229.9,98.7,16.7,197.1,11.1,110.2,68.8,178.3,113.9
511130,229.9,98.7,16.7,197.1,11.1,110.2,68.8,178.3,113.9
51114,693.2,14.1,127.0,103.1,71.5,70.0,83.8,117.2,160.0
511140,693.2,14.1,127.0,103.1,71.5,70.0,83.8,117.2,160.0
51119,89.4,112.7,109.8,52.2,3.9,83.9,61.6,108.4,77.7
511191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511199,89.4,112.7,109.8,52.2,3.9,83.9,61.6,108.4,77.7
5112,1399.9,1309.3,1323.4,1030.3,782.5,862.4,563.6,526.5,974.7
51121,1399.9,1309.3,1323.4,1030.3,782.5,862.4,563.6,526.5,974.7
511210,1399.9,1309.3,1323.4,1030.3,782.5,862.4,563.6,526.5,974.7
512,273.5,106.9,380.7,480.1,113.1,554.1,78.8,82.6,258.7
5121,58.5,98.3,78.0,203.6,79.9,910.8,243.0,189.1,232.6
51211,408.9,271.3,417.8,365.2,149.3,785.3,884.5,28.7,413.9
512110,408.9,271.3,417.8,365.2,149.3,785.3,884.5,28.7,413.9
51212,16.2,55.9,56.8,79.5,87.7,89.2,91.0,30.4,63.3
512120,16.2,55.9,56.8,79.5,87.7,89.2,91.0,30.4,63.3
51213,492.1,569.7,464.6,415.3,646.1,516.0,73.1,357.6,441.8
512131,470.5,649.4,437.4,330.3,684.2,444.8,105.9,395.0,439.7
512132,21.7,79.7,27.2,85.0,38.1,71.2,32.8,37.4,49.1
51219,125.5,144.2,67.9,174.2,627.8,301.2,477.5,109.5,253.5
512191,104.2,77.5,56.2,147.8,525.8,166.8,316.0,56.0,181.3
512199,21.4,66.7,11.7,26.4,102.0,134.4,161.5,53.5,72.2
5122,215.0,205.2,302.7,276.6,192.9,356.7,321.8,271.7,267.8
51221,14.4,14.2,133.6,0.0,0.0,0.0,0.0,0.0,20.3
512210,14.4,14.2,133.6,0.0,0.0,0.0,0.0,0.0,20.3
51222,111.2,90.6,101.2,0.0,0.0,0.0,0.0,0.0,37.9
512220,111.2,90.6,101.2,0.0,0.0,0.0,0.0,0.0,37.9
51223,27.6,57.6,25.6,46.5,35.0,110.4,72.6,41.9,52.1
512230,27.6,57.6,25.6,46.5,35.0,110.4,72.6,41.9,52.1
51224,41.3,32.3,161.6,153.2,124.4,148.6,119.4,120.6,112.7
512240,41.3,32.3,161.6,153.2,124.4,148.6,119.4,120.6,112.7
51225,0.0,0.0,0.0,110.6,52.5,90.2,155.2,93.1,62.7
512250,0.0,0.0,0.0,110.6,52.5,90.2,155.2,93.1,62.7
51229,20.5,10.5,83.1,33.7,19.0,7.5,25.4,16.2,27.0
512290,20.5,10.5,83.1,33.7,19.0,7.5,25.4,16.2,27.0
515,321.5,486.4,82.5,352.6,313.8,409.5,309.1,278.9,319.3
5151,1481.0,1579.5,1145.9,1187.7,937.3,990.4,884.0,567.3,1096.6
51511,1147.3,1289.7,660.4,1106.0,1060.4,887.0,830.8,451.7,929.2
515111,878.6,584.2,296.6,650.0,438.9,168.0,106.4,321.4,430.5
515112,268.6,705.5,363.8,456.0,621.6,719.0,724.5,130.3,498.7
51512,333.7,289.8,485.5,81.7,123.2,103.4,53.2,115.5,198.2
515120,333.7,289.8,485.5,81.7,123.2,103.4,53.2,115.5,198.2
5152,1159.5,1093.1,1063.4,835.2,623.4,580.8,574.9,288.3,777.3
51521,1159.5,1093.1,1063.4,835.2,623.4,580.8,574.9,288.3,777.3
515210,1159.5,1093.1,1063.4,835.2,623.4,580.8,574.9,288.3,777.3
517,496.8,335.5,717.7,744.6,451.0,643.9,673.7,891.9,619.4
5171,276.6,931.9,1406.7,0.0,0.0,0.0,0.0,0.0,326.9
51711,276.6,931.9,1406.7,0.0,0.0,0.0,0.0,0.0,326.9
517110,276.6,931.9,1406.7,0.0,0.0,0.0,0.0,0.0,326.9
5172,217.5,972.2,683.4,0.0,0.0,0.0,0.0,0.0,234.1
51721,217.5,972.2,683.4,0.0,0.0,0.0,0.0,0.0,234.1
517210,217.5,972.2,683.4,0.0,0.0,0.0,0.0,0.0,234.1
5173,0.0,0.0,0.0,381.4,505.2,701.5,471.7,968.1,378.5
51731,0.0,0.0,0.0,381.4,505.2,701.5,471.7,968.1,378.5
517311,0.0,0.0,0.0,844.6,1003.9,1166.1,1587.7,704.9,663.4
517312,0.0,0.0,0.0,463.2,498.7,464.6,1116.1,263.2,350.7
5174,21.3,135.1,236.4,151.9,84.2,61.7,81.4,67.4,104.9
51741,21.3,135.1,236.4,151.9,84.2,61.7,81.4,67.4,104.9
517410,21.3,135.1,236.4,151.9,84.2,61.7,81.4,67.4,104.9
5179,416.5,511.0,230.9,515.1,30.0,4.1,283.5,8.8,250.0
51791,416.5,511.0,230.9,515.1,30.0,4.1,283.5,8.8,250.0
517911,88.6,241.2,744.3,257.1,438.4,103.3,290.5,1067.4,403.9
517919,505.1,752.2,975.2,772.2,468.4,99.1,7.0,1058.6,579.7
518,422.4,236.6,563.6,89.7,28.4,140.7,69.6,25.3,197.0
5182,422.4,236.6,563.6,89.7,28.4,140.7,69.6,25.3,197.0
51821,422.4,236.6,563.6,89.7,28.4,140.7,69.6,25.3,197.0
518210,422.4,236.6,563.6,89.7,28.4,140.7,69.6,25.3,197.0
519,432.6,511.3,767.8,335.1,279.4,1307.5,719.3,648.3,625.2
5191,432.6,511.3,767.8,335.1,279.4,1307.5,719.3,648.3,625.2
51911,6.3,13.0,39.7,61.9,41.1,82.0,83.5,92.1,52.5
519110,6.3,13.0,39.7,61.9,41.1,82.0,83.5,92.1,52.5
51912,4.3,22.6,63.0,16.8,26.0,98.5,102.0,79.0,51.5
519120,4.3,22.6,63.0,16.8,26.0,98.5,102.0,79.0,51.5
51913,249.9,291.5,384.1,129.8,134.5,1043.9,469.4,386.6,386.2
519130,249.9,291.5,384.1,129.8,134.5,1043.9,469.4,386.6,386.2
51919,172.1,184.2,280.9,126.6,77.8,83.2,64.4,90.6,135.0
519190,172.1,184.2,280.9,126.6,77.8,83.2,64.4,90.6,135.0
52,363.9,1491.8,300.6,832.2,847.3,844.2,490.5,496.2,708.3
521,87.3,112.4,20.0,427.7,361.5,440.4,217.1,106.2,221.6
5211,87.3,112.4,20.0,427.7,361.5,440.4,217.1,106.2,221.6
52111,87.3,112.4,20.0,427.7,361.5,440.4,217.1,106.2,221.6
521110,87.3,112.4,20.0,427.7,361.5,440.4,217.1,106.2,221.6
522,179.0,209.0,215.7,65.9,87.2,85.1,187.3,96.4,140.7
5221,738.7,776.5,873.7,785.9,557.8,693.5,772.0,887.1,760.7
52211,819.9,826.9,824.8,851.7,579.3,666.8,732.7,744.4,755.8
522110,819.9,826.9,824.8,851.7,579.3,666.8,732.7,744.4,755.8
52212,204.2,192.0,180.8,40.6,107.0,84.5,29.7,29.7,108.6
522120,204.2,192.0,180.8,40.6,107.0,84.5,29.7,29.7,108.6
52213,141.2,105.0,29.4,2.2,30.5,125.7,159.5,244.9,104.8
522130,141.2,105.0,29.4,2.2,30.5,125.7,159.5,244.9,104.8
52219,144.2,137.4,161.3,104.3,159.1,183.4,150.0,72.4,139.0
522190,144.2,137.4,161.3,104.3,159.1,183.4,150.0,72.4,139.0
5222,746.8,2052.7,713.2,939.2,818.5,1795.9,1486.3,1668.9,1277.7
52221,57.9,191.4,33.4,74.5,167.0,100.6,62.1,406.2,136.6
522210,57.9,191.4,33.4,74.5,167.0,100.6,62.1,406.2,136.6
52222,230.2,1200.2,382.0,259.9,39.3,920.3,865.1,742.7,580.0
522220,230.2,1200.2,382.0,259.9,39.3,920.3,865.1,742.7,580.0
52229,458.6,1044.0,1128.6,1124.5,690.9,775.0,559.0,520.0,787.6
522291,223.6,329.5,218.4,594.2,281.0,306.3,387.1,183.1,315.4
522292,200.8,729.9,417.2,5.9,149.8,51.0,188.4,272.2,251.9
522293,6.8,12.9,19.0,24.9,22.5,83.0,35.1,61.1,33.2
522294,32.2,12.9,16.2,17.4,17.5,55.2,4.0,14.7,21.3
522298,8.9,41.3,457.8,482.1,220.1,390.0,321.3,533.3,306.8
5223,187.2,1485.2,55.3,219.1,173.6,1017.3,901.6,878.2,614.7
52231,139.6,904.2,1070.1,457.8,535.6,387.5,346.7,280.7,515.3
522310,139.6,904.2,1070.1,457.8,535.6,387.5,346.7,280.7,515.3
52232,677.9,2818.4,1553.1,849.5,1238.2,1807.2,1684.3,1245.9,1484.3
522320,677.9,2818.4,1553.1,849.5,1238.2,1807.2,1684.3,1245.9,1484.3
52239,351.2,429.0,427.7,172.5,529.0,402.5,436.0,87.0,354.4
522390,351.2,429.0,427.7,172.5,529.0,402.5,436.0,87.0,354.4
523,279.9,57.1,195.9,125.9,199.0,155.3,173.5,115.0,162.7
5231,50.5,83.5,68.1,24.7,59.6,76.8,71.0,0.6,54.4
52311,75.5,30.8,29.8,84.4,34.9,23.7,14.2,10.3,38.0
523110,75.5,30.8,29.8,84.4,34.9,23.7,14.2,10.3,38.0
52312,32.6,104.8,17.0,9.2,22.4,78.2,65.8,43.5,46.7
523120,32.6,104.8,17.0,9.2,22.4,78.2,65.8,43.5,46.7
52313,192.1,78.9,114.9,18.5,16.2,3.8,1.4,8.0,54.2
523130,192.1,78.9,114.9,18.5,16.2,3.8,1.4,8.0,54.2
52314,98.7,78.6,136.2,81.4,88.4,28.9,18.1,61.2,73.9
523140,98.7,78.6,136.2,81.4,88.4,28.9,18.1,61.2,73.9
5232,111.4,14.0,8.3,16.1,16.2,15.6,6.6,3.5,24.0
52321,111.4,14.0,8.3,16.1,16.2,15.6,6.6,3.5,24.0
523210,111.4,14.0,8.3,16.1,16.2,15.6,6.6,3.5,24.0
5239,219.0,12.4,136.0,117.3,155.6,247.7,95.9,112.1,137.0
52391,150.8,95.8,162.4,147.6,196.6,134.0,104.0,118.6,138.7
523910,150.8,95.8,162.4,147.6,196.6,134.0,104.0,118.6,138.7
52392,51.9,11.6,32.9,0.5,8.6,40.2,29.9,11.7,23.4
523920,51.9,11.6,32.9,0.5,8.6,40.2,29.9,11.7,23.4
52393,89.6,31.8,44.8,38.6,26.7,86.6,13.5,4.2,42.0
523930,89.6,31.8,44.8,38.6,26.7,86.6,13.5,4.2,42.0
52399,73.2,63.2,104.0,68.4,76.3,13.1,51.4,22.4,59.0
523991,130.5,99.4,121.7,88.3,291.6,375.9,446.1,60.5,201.8
523999,57.3,36.2,17.6,19.9,367.9,389.1,497.5,38.1,177.9
524,223.3,1533.5,240.1,736.9,594.9,601.7,449.7,426.4,600.8
5241,1897.1,1163.9,502.9,2604.2,320.5,314.3,1267.3,1983.6,1256.7
52411,230.0,232.0,208.8,201.0,68.6,54.4,1291.7,1164.2,431.4
524113,1851.8,442.5,129.4,738.6,736.8,393.6,749.7,536.7,697.4
524114,1621.7,210.5,79.5,939.6,805.4,448.0,2041.5,627.5,846.7
52412,898.7,478.0,15.8,2064.9,11.7,16.0,2058.1,50.8,699.3
524126,1499.3,1169.8,755.8,2649.3,866.6,966.7,2129.1,878.0,1364.3
524127,647.4,613.8,652.6,661.8,1011.7,1404.0,635.0,1259.2,860.7
524128,46.8,78.0,119.0,77.4,133.5,453.3,564.0,432.1,238.0
52413,1228.4,917.9,727.5,740.3,400.8,352.7,500.9,768.6,704.6
524130,1228.4,917.9,727.5,740.3,400.8,352.7,500.9,768.6,704.6
5242,2120.3,2697.3,742.9,3341.1,915.3,916.0,1716.9,2409.9,1857.5
52421,3.9,943.3,263.4,308.8,237.4,61.5,116.2,61.0,249.4
524210,3.9,943.3,263.4,308.8,237.4,61.5,116.2,61.0,249.4
52429,2124.2,1754.1,1006.3,3032.3,678.0,854.5,1600.8,2348.9,1674.9
524291,447.4,319.2,383.7,2782.7,208.0,185.5,366.7,224.4,614.7
524292,785.8,1153.3,426.7,80.8,355.3,503.6,561.1,1362.2,653.6
524298,891.0,281.6,196.0,168.8,114.7,165.4,673.0,762.4,406.6
525,47.6,112.0,60.4,392.4,395.3,438.3,271.7,55.0,221.6
5251,83.1,103.8,378.3,482.4,347.0,369.6,551.4,22.3,292.2
52511,500.5,9.7,18.2,97.2,55.0,48.7,185.3,174.2,136.1
525110,500.5,9.7,18.2,97.2,55.0,48.7,185.3,174.2,136.1
52512,110.6,145.4,103.4,373.7,5.8,11.4,21.6,13.3,98.2
525120,110.6,145.4,103.4,373.7,5.8,11.4,21.6,13.3,98.2
52519,306.7,259.0,256.7,205.8,396.2,406.9,758.3,138.7,341.0
525190,306.7,259.0,256.7,205.8,396.2,406.9,758.3,138.7,341.0
5259,35.5,215.8,317.8,874.8,742.3,807.8,823.1,77.2,486.8
52591,10.9,3.4,372.3,284.4,688.6,783.9,18.9,352.3,314.3
525910,10.9,3.4,372.3,284.4,688.6,783.9,18.9,352.3,314.3
52592,44.3,194.1,39.6,566.8,44.5,57.8,877.7,296.1,265.1
525920,44.3,194.1,39.6,566.8,44.5,57.8,877.7,296.1,265.1
52599,2.2,25.1,14.8,23.6,98.2,81.8,73.5,21.0,42.5
525990,2.2,25.1,14.8,23.6,98.2,81.8,73.5,21.0,42.5
53,171.5,131.5,774.8,838.2,732.4,852.1,941.9,548.3,623.8
531,622.8,853.4,844.8,912.3,693.3,895.3,848.2,515.8,773.2
5311,180.2,323.7,54.9,324.2,278.9,683.4,1091.2,1555.5,561.5
53111,58.8,76.8,12.0,264.3,71.5,292.2,357.8,123.9,157.2
531110,58.8,76.8,12.0,264.3,71.5,292.2,357.8,123.9,157.2
53112,230.5,105.1,255.5,157.7,339.8,1229.4,1745.5,1953.0,752.1
531120,230.5,105.1,255.5,157.7,339.8,1229.4,1745.5,1953.0,752.1
53113,137.4,52.0,102.1,52.3,300.3,143.8,132.3,180.3,137.6
531130,137.4,52.0,102.1,52.3,300.3,143.8,132.3,180.3,137.6
53119,145.9,193.9,110.5,165.2,246.9,110.0,164.3,93.3,153.7
531190,145.9,193.9,110.5,165.2,246.9,110.0,164.3,93.3,153.7
5312,184.9,188.4,251.0,106.1,108.2,1394.9,1564.9,1961.8,720.1
53121,184.9,188.4,251.0,106.1,108.2,1394.9,1564.9,1961.8,720.1
531210,184.9,188.4,251.0,106.1,108.2,1394.9,1564.9,1961.8,720.1
5313,257.7,341.3,648.8,482.0,306.2,183.8,374.5,109.4,338.0
53131,88.4,127.9,399.1,137.9,65.9,48.8,238.8,16.5,140.4
531311,50.1,34.2,137.6,56.3,44.9,49.0,103.3,105.7,72.6
531312,38.3,162.0,261.6,81.6,110.8,97.8,135.6,89.2,122.1
53132,84.8,119.1,163.1,136.7,206.2,106.4,90.8,84.3,123.9
531320,84.8,119.1,163.1,136.7,206.2,106.4,90.8,84.3,123.9
53139,84.5,94.4,86.5,207.4,34.1,28.6,44.9,41.6,77.7
531390,84.5,94.4,86.5,207.4,34.1,28.6,44.9,41.6,77.7
532,263.3,544.2,90.8,12.4,83.7,44.1,65.7,18.1,140.3
5321,5.8,101.0,91.6,106.0,155.6,57.4,129.5,102.9,93.7
53211,25.0,49.4,119.0,67.4,41.4,163.6,318.2,381.5,145.7
532111,48.0,109.7,136.4,232.3,257.9,367.4,612.8,767.4,316.5
532112,23.0,60.3,255.4,299.7,216.4,203.7,294.6,385.8,217.4
53212,30.8,51.6,27.4,173.4,114.2,106.2,188.7,278.7,121.4
532120,30.8,51.6,27.4,173.4,114.2,106.2,188.7,278.7,121.4
5322,399.9,651.5,46.2,192.6,173.4,231.7,167.9,78.4,242.7
53221,538.2,894.1,156.9,176.7,258.1,33.7,4.5,284.0,293.3
532210,538.2,894.1,156.9,176.7,258.1,33.7,4.5,284.0,293.3
53222,21.9,85.0,43.6,0.0,0.0,0.0,0.0,0.0,18.8
532220,21.9,85.0,43.6,0.0,0.0,0.0,0.0,0.0,18.8
53223,223.1,209.6,230.9,0.0,0.0,0.0,0.0,0.0,82.9
532230,223.1,209.6,230.9,0.0,0.0,0.0,0.0,0.0,82.9
53228,0.0,0.0,0.0,15.9,84.7,198.0,172.4,205.6,84.6
532281,0.0,0.0,0.0,118.0,145.5,72.9,29.0,56.3,52.7
532282,0.0,0.0,0.0,70.8,78.9,39.2,50.1,240.5,59.9
532283,0.0,0.0,0.0,172.1,104.9,273.1,259.7,252.1,132.7
532284,0.0,0.0,0.0,8.7,18.7,8.1,26.3,84.4,18.3
532289,0.0,0.0,0.0,41.4,53.5,45.0,18.1,76.4,29.3
53229,63.0,52.0,71.3,0.0,0.0,0.0,0.0,0.0,23.3
532291,340.5,367.0,188.7,0.0,0.0,0.0,0.0,0.0,112.0
532292,34.6,39.0,47.8,0.0,0.0,0.0,0.0,0.0,15.2
532299,242.9,276.0,69.6,0.0,0.0,0.0,0.0,0.0,73.6
5323,77.4,9.7,17.9,1.6,42.2,32.7,46.3,7.1,29.4
53231,77.4,9.7,17.9,1.6,42.2,32.7,46.3,7.1,29.4
532310,77.4,9.7,17.9,1.6,42.2,32.7,46.3,7.1,29.4
5324,65.1,3.4,118.3,75.7,59.2,97.5,57.7,35.5,64.1
53241,22.4,22.5,22.9,21.6,65.4,81.2,147.3,138.2,65.2
532411,86.3,115.9,151.9,75.8,65.7,65.6,58.9,36.2,82.0
532412,63.9,138.4,129.0,54.2,131.1,146.8,206.1,174.4,130.5
53242,14.5,10.0,27.0,67.7,9.4,38.8,13.3,66.0,30.8
532420,14.5,10.0,27.0,67.7,9.4,38.8,13.3,66.0,30.8
53249,57.2,29.1,122.4,121.8,134.0,139.9,191.7,168.7,120.6
532490,57.2,29.1,122.4,121.8,134.0,139.9,191.7,168.7,120.6
533,188.0,177.7,160.8,61.8,44.6,0.8,28.0,50.7,89.0
5331,188.0,177.7,160.8,61.8,44.6,0.8,28.0,50.7,89.0
53311,188.0,177.7,160.8,61.8,44.6,0.8,28.0,50.7,89.0
533110,188.0,177.7,160.8,61.8,44.6,0.8,28.0,50.7,89.0
54,5415.9,4501.1,3642.1,4587.0,3243.4,3419.3,3366.0,2778.9,3869.2
541,5415.9,4501.1,3642.1,4587.0,3243.4,3419.3,3366.0,2778.9,3869.2
5411,143.5,366.3,331.8,395.9,495.1,369.8,299.0,290.7,336.5
54111,338.9,117.2,65.0,44.4,22.9,94.7,199.3,256.6,142.4
541110,338.9,117.2,65.0,44.4,22.9,94.7,199.3,256.6,142.4
54119,482.4,483.6,396.8,440.3,472.1,464.5,498.3,547.3,473.2
541191,444.3,432.7,421.5,356.4,353.3,360.3,355.2,365.8,386.2
541199,38.2,50.9,24.7,83.9,118.9,104.3,143.2,181.5,93.2
5412,209.1,425.0,404.0,312.6,211.9,789.3,283.6,382.6,377.3
54121,209.1,425.0,404.0,312.6,211.9,789.3,283.6,382.6,377.3
541211,111.3,602.2,103.8,132.2,114.3,194.8,101.3,39.8,175.0
541213,3041.8,1124.7,1100.6,894.3,757.2,1036.1,214.8,1024.8,1149.3
541214,3762.0,2454.9,1156.3,949.1,700.3,905.7,167.8,806.2,1362.8
541219,818.0,1153.0,355.8,235.1,40.7,464.1,135.3,124.2,415.8
5413,1235.0,145.8,32.3,727.9,294.9,749.0,561.6,291.0,504.7
54131,130.1,110.6,17.1,18.8,51.8,99.4,137.3,133.1,87.3
541310,130.1,110.6,17.1,18.8,51.8,99.4,137.3,133.1,87.3
54132,145.0,157.2,80.0,73.3,70.2,41.3,66.9,59.6,86.7
541320,145.0,157.2,80.0,73.3,70.2,41.3,66.9,59.6,86.7
54133,361.3,716.6,366.8,206.4,96.1,62.9,0.4,295.5,263.3
541330,361.3,716.6,366.8,206.4,96.1,62.9,0.4,295.5,263.3
54134,17.0,75.4,19.4,63.9,76.1,48.0,49.7,82.0,53.9
541340,17.0,75.4,19.4,63.9,76.1,48.0,49.7,82.0,53.9
54135,93.7,63.5,103.1,108.2,99.4,101.2,65.6,159.2,99.2
541350,93.7,63.5,103.1,108.2,99.4,101.2,65.6,159.2,99.2
54136,357.2,316.0,91.8,90.8,7.5,42.5,76.2,80.1,132.8
541360,357.2,316.0,91.8,90.8,7.5,42.5,76.2,80.1,132.8
54137,418.0,390.5,311.9,365.2,258.6,455.7,313.9,194.1,338.5
541370,418.0,390.5,311.9,365.2,258.6,455.7,313.9,194.1,338.5
54138,287.3,250.8,254.5,198.9,172.5,101.9,147.4,121.7,191.9
541380,287.3,250.8,254.5,198.9,172.5,101.9,147.4,121.7,191.9
5414,632.9,394.8,510.9,980.3,269.3,502.4,856.6,597.5,593.1
54141,262.1,9.9,82.4,28.4,27.4,100.8,126.7,32.0,83.7
541410,262.1,9.9,82.4,28.4,27.4,100.8,126.7,32.0,83.7
54142,1.8,36.7,29.9,49.9,9.0,4.1,3.8,9.1,18.0
541420,1.8,36.7,29.9,49.9,9.0,4.1,3.8,9.1,18.0
54143,300.4,292.9,358.8,873.0,224.7,376.6,553.2,439.8,427.4
541430,300.4,292.9,358.8,873.0,224.7,376.6,553.2,439.8,427.4
54149,72.2,55.3,39.8,29.0,8.2,21.0,172.9,116.6,64.4
541490,72.2,55.3,39.8,29.0,8.2,21.0,172.9,116.6,64.4
5415,1540.8,998.5,1169.7,496.9,170.9,84.0,365.5,424.7,656.4
54151,1540.8,998.5,1169.7,496.9,170.9,84.0,365.5,424.7,656.4
541511,134.9,130.7,33.4,121.2,130.8,151.0,90.8,97.4,111.3
541512,423.2,234.8,226.8,252.1,70.7,249.2,154.4,53.7,208.1
541513,233.8,230.1,49.5,1084.5,1175.0,858.4,858.2,751.3,655.1
541519,748.8,664.4,959.1,1208.2,1144.4,1174.7,978.5,1219.7,1012.2
5416,864.7,798.2,495.5,752.8,798.4,405.0,441.1,83.8,579.9
54161,801.6,687.8,407.3,583.9,629.5,189.4,307.2,73.1,460.0
541611,181.3,108.7,1.7,136.8,392.8,8.6,134.3,40.2,125.5
541612,3.7,18.6,22.8,5.2,82.6,71.3,140.0,587.8,116.5
541613,237.2,366.4,155.3,151.5,111.2,58.4,64.4,77.6,152.7
541614,331.9,173.0,143.6,173.7,207.4,187.8,213.7,243.7,209.4
541618,55.0,21.1,83.8,127.1,0.7,23.2,34.9,153.2,62.4
54162,54.2,46.3,7.8,83.0,131.6,83.1,109.0,96.1,76.4
541620,54.2,46.3,7.8,83.0,131.6,83.1,109.0,96.1,76.4
54169,8.8,64.2,80.4,85.9,37.2,132.4,24.8,60.8,61.8
541690,8.8,64.2,80.4,85.9,37.2,132.4,24.8,60.8,61.8
5417,132.9,327.8,39.3,136.5,350.1,241.8,69.0,84.1,172.7
54171,55.3,36.1,216.8,50.4,127.1,36.8,311.1,35.5,108.6
541711,54.1,90.1,43.4,0.0,0.0,0.0,0.0,0.0,23.4
541712,1.2,54.0,173.4,0.0,0.0,0.0,0.0,0.0,28.6
541713,0.0,0.0,0.0,44.4,115.2,23.9,49.7,58.7,36.5
541714,0.0,0.0,0.0,67.0,292.4,224.2,121.1,465.0,146.2
541715,0.0,0.0,0.0,161.8,50.1,163.5,382.5,559.1,164.6
54172,188.2,291.7,256.0,187.0,223.0,205.0,242.1,119.6,214.1
541720,188.2,291.7,256.0,187.0,223.0,205.0,242.1,119.6,214.1
5418,574.1,690.1,667.3,650.3,433.5,399.1,531.5,659.6,575.7
54181,89.3,106.0,235.2,144.2,180.3,87.9,358.7,437.0,204.8
541810,89.3,106.0,235.2,144.2,180.3,87.9,358.7,437.0,204.8
54182,140.2,168.2,164.2,108.6,156.4,91.6,178.9,174.0,147.8
541820,140.2,168.2,164.2,108.6,156.4,91.6,178.9,174.0,147.8
54183,39.4,30.5,41.7,9.5,112.9,169.3,15.3,32.5,56.4
541830,39.4,30.5,41.7,9.5,112.9,169.3,15.3,32.5,56.4
54184,28.4,4.5,41.1,401.2,2.6,55.3,137.3,39.8,88.8
541840,28.4,4.5,41.1,401.2,2.6,55.3,137.3,39.8,88.8
54185,82.9,94.1,35.0,322.6,197.1,265.0,329.2,254.6,197.6
541850,82.9,94.1,35.0,322.6,197.1,265.0,329.2,254.6,197.6
54186,5.3,6.5,44.9,16.7,35.2,65.5,13.9,4.9,24.1
541860,5.3,6.5,44.9,16.7,35.2,65.5,13.9,4.9,24.1
54187,24.0,35.1,50.1,14.4,25.4,5.1,21.1,9.3,23.0
541870,24.0,35.1,50.1,14.4,25.4,5.1,21.1,9.3,23.0
54189,221.5,245.4,227.1,278.2,173.6,189.4,177.7,235.3,218.5
541890,221.5,245.4,227.1,278.2,173.6,189.4,177.7,235.3,218.5
5419,82.8,354.5,55.8,133.9,219.4,46.8,96.1,35.1,128.1
54191,43.6,88.9,39.6,30.6,28.8,52.9,65.1,172.6,65.3
541910,43.6,88.9,39.6,30.6,28.8,52.9,65.1,172.6,65.3
54192,260.9,533.9,415.9,516.5,478.3,453.8,337.5,272.4,408.6
541921,122.5,395.0,277.0,369.0,285.0,251.6,192.2,7.1,237.4
541922,138.5,138.8,138.9,147.5,193.2,202.2,145.3,265.3,171.2
54193,74.1,40.7,195.9,79.3,103.4,164.1,183.3,108.9,118.7
541930,74.1,40.7,195.9,79.3,103.4,164.1,183.3,108.9,118.7
54194,236.0,268.5,409.9,338.6,282.7,395.9,426.5,530.5,361.1
541940,236.0,268.5,409.9,338.6,282.7,395.9,426.5,530.5,361.1
54199,59.9,40.9,206.1,4.7,98.4,100.0,303.3,159.3,121.6
541990,59.9,40.9,206.1,4.7,98.4,100.0,303.3,159.3,121.6
55,1707.2,1618.6,1910.2,1817.8,2132.3,1711.1,1975.1,1781.8,1831.8
551,1707.2,1618.6,1910.2,1817.8,2132.3,1711.1,1975.1,1781.8,1831.8
5511,1707.2,1618.6,1910.2,1817.8,2132.3,1711.1,1975.1,1781.8,1831.8
55111,1707.2,1618.6,1910.2,1817.8,2132.3,1711.1,1975.1,1781.8,1831.8
551111,244.2,170.5,165.3,327.5,304.1,238.9,179.3,124.3,219.3
551112,251.9,390.3,566.2,248.7,143.8,183.1,434.5,244.5,307.9
551114,2203.2,2179.4,2641.7,2394.0,2580.2,2133.1,2230.3,1902.1,2283.0
56,344.6,115.3,337.4,1146.3,213.2,466.3,1218.0,144.8,498.2
561,844.4,569.7,794.9,1770.1,1170.0,1806.5,1771.4,562.4,1161.2
5611,654.0,687.4,353.7,609.5,571.8,349.0,663.7,447.6,542.1
56111,654.0,687.4,353.7,609.5,571.8,349.0,663.7,447.6,542.1
561110,654.0,687.4,353.7,609.5,571.8,349.0,663.7,447.6,542.1
5612,2907.5,2296.1,2105.9,2399.3,2350.7,2971.1,3081.3,2478.7,2573.8
56121,2907.5,2296.1,2105.9,2399.3,2350.7,2971.1,3081.3,2478.7,2573.8
561210,2907.5,2296.1,2105.9,2399.3,2350.7,2971.1,3081.3,2478.7,2573.8
5613,2397.9,2362.6,2876.8,3538.6,2524.0,2259.7,3024.7,2105.7,2636.3
56131,278.1,1054.7,863.4,1290.7,1531.1,2574.6,2451.2,178.1,1277.7
561311,506.5,1209.3,681.0,330.0,508.4,1931.4,237.7,550.3,744.3
561312,228.5,154.6,182.5,960.7,1022.7,643.2,2213.6,372.1,722.2
56132,1577.6,861.3,1931.2,2686.4,2527.2,2399.8,3166.8,1019.6,2021.2
561320,1577.6,861.3,1931.2,2686.4,2527.2,2399.8,3166.8,1019.6,2021.2
56133,542.2,446.7,1809.0,2142.9,1527.9,2434.5,2309.1,908.0,1515.0
561330,542.2,446.7,1809.0,2142.9,1527.9,2434.5,2309.1,908.0,1515.0
5614,862.3,944.5,1697.7,1438.9,637.2,1156.0,256.3,595.8,948.6
56141,2449.3,2080.8,3315.2,1950.5,1352.6,742.6,937.0,1074.1,1737.8
561410,2449.3,2080.8,3315.2,1950.5,1352.6,742.6,937.0,1074.1,1737.8
56142,1911.9,1876.4,2971.5,2413.9,2426.6,1992.6,2964.9,2843.5,2425.2
