,2014,2015,2016,2017,2018,2019,2020,2021
10,32106,32142,32880,33538,35289,35991,35897,38655
11,45.042266136444965,39.02032572240403,58.8194799053388,55.15783180503596,60.393682208119806,74.6272656997544,75.29492193992289,100.91433134281226
111,3.792608098385439,7.322899596012827,9.580739973102103,16,18,29.08707290139591,26.87625592442826,24.819006931132446
1114,,3.661449798006414,4.790369986551051,10.365749091151768,11.641797531935381,19.11006634167903,17.63091217482987,15.886988528043403
11141,,,,5.182874545575885,5.82089876596769,9.555033170839515,8.815456087414933,7.9434942640217026
111411,,,,5.182874545575885,5.82089876596769,9.555033170839515,8.815456087414933,7.9434942640217026
11142,,3.661449798006414,4.790369986551051,5.182874545575885,5.82089876596769,9.555033170839515,8.815456087414933,7.9434942640217026
111422,,3.661449798006414,4.790369986551051,5.182874545575885,5.82089876596769,9.555033170839515,8.815456087414933,7.9434942640217026
1119,3.792608098385439,3.661449798006414,4.790369986551051,5.63425090884823,6.358202468064619,9.97700655971688,9.24534374959839,8.93201840308904
11199,3.792608098385439,3.661449798006414,4.790369986551051,5.63425090884823,6.358202468064619,9.97700655971688,9.24534374959839,8.93201840308904
111998,3.792608098385439,3.661449798006414,4.790369986551051,5.63425090884823,6.358202468064619,9.97700655971688,9.24534374959839,8.93201840308904
112,23,16,29,21,18,37.5401927983585,32.82855938252607,26.94526439000901
1121,9.382683645024256,7.262962484400264,11.854186278380077,10.77019952986144,10.30217471358501,19.185561415663177,17.75625881539178,15.981880975048929
11211,4.691341822512128,3.6314812422001315,5.927093139190038,5.385099764930721,5.151087356792506,9.59278070783159,8.87812940769589,7.990940487524465
112111,4.691341822512128,3.6314812422001315,5.927093139190038,5.385099764930721,5.151087356792506,9.59278070783159,8.87812940769589,7.990940487524465
11212,4.691341822512128,3.6314812422001315,5.927093139190038,5.385099764930721,5.151087356792506,9.59278070783159,8.87812940769589,7.990940487524465
112120,4.691341822512128,3.6314812422001315,5.927093139190038,5.385099764930721,5.151087356792506,9.59278070783159,8.87812940769589,7.990940487524465
1129,13.617316354975747,8.737037515599736,17.145813721619923,10.229800470138558,7.697825286414987,18.35463138269532,15.072300567134288,10.963383414960083
